"","subjectID","age","gender","outcome","startKey","startRT","choiceKey","choiceRT","manipulation","trial_number"
"1",26,20,"Female","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"2",26,20,"Female","+5","40","2636","37","3526","undefined","1"
"3",26,20,"Female","-5","40","4160","39","4027","undefined","2"
"4",26,20,"Female","+5","40","2612","39","1117","undefined","3"
"5",26,20,"Female","+5","40","786","39","1688","undefined","4"
"6",26,20,"Female","-5","40","870","39","2822","undefined","5"
"7",26,20,"Female","-5","40","570","39","1894","undefined","6"
"8",26,20,"Female","-5","40","478","39","935","undefined","7"
"9",26,20,"Female","-5","40","609","39","1226","undefined","8"
"10",26,20,"Female","+5","40","74","37","1338","undefined","9"
"11",26,20,"Female","-5","40","881","39","1499","undefined","10"
"12",26,20,"Female","-5","40","1322","37","547","undefined","11"
"13",26,20,"Female","-5","40","521","37","744","undefined","12"
"14",26,20,"Female","+5","40","532","39","1597","undefined","13"
"15",26,20,"Female","+5","40","624","37","1322","undefined","14"
"16",26,20,"Female","-5","40","1135","37","2718","undefined","15"
"17",26,20,"Female","-5","40","469","37","1070","undefined","16"
"18",26,20,"Female","+5","40","910","39","492","undefined","17"
"19",26,20,"Female","-5","40","1120","37","1160","undefined","18"
"20",26,20,"Female","+5","40","564","37","852","undefined","19"
"21",26,20,"Female","-5","40","592","37","857","undefined","20"
"22",26,20,"Female","+5","40","488","37","852","undefined","21"
"23",26,20,"Female","-5","40","675","39","661","undefined","22"
"24",26,20,"Female","-5","40","593","37","1318","undefined","23"
"25",26,20,"Female","+5","40","2235","37","554","undefined","24"
"26",26,20,"Female","-5","40","1262","37","636","undefined","25"
"27",26,20,"Female","+5","40","457","39","1953","undefined","26"
"28",26,20,"Female","-5","40","1371","39","1478","undefined","27"
"29",26,20,"Female","+5","40","1447","37","906","undefined","28"
"30",26,20,"Female","+5","40","1215","39","595","undefined","29"
"31",26,20,"Female","-5","40","650","37","1051","undefined","30"
"32",26,20,"Female","-5","40","629","37","876","undefined","31"
"33",26,20,"Female","+5","40","546","39","876","undefined","32"
"34",26,20,"Female","-5","40","688","37","879","undefined","33"
"35",26,20,"Female","+5","40","1081","39","2494","undefined","34"
"36",26,20,"Female","-5","40","656","37","1128","undefined","35"
"37",26,20,"Female","-5","40","758","37","1334","undefined","36"
"38",26,20,"Female","-5","40","502","37","691","undefined","37"
"39",26,20,"Female","-5","40","529","37","629","undefined","38"
"40",26,20,"Female","+5","40","319","39","1019","undefined","39"
"41",26,20,"Female","-5","40","576","37","1342","undefined","40"
"42",26,20,"Female","-5","40","543","39","1238","undefined","41"
"43",26,20,"Female","-5","40","2121","39","833","undefined","42"
"44",26,20,"Female","+5","40","736","37","1402","undefined","43"
"45",26,20,"Female","+5","40","374","37","620","undefined","44"
"46",26,20,"Female","-5","40","815","39","617","undefined","45"
"47",26,20,"Female","-5","40","549","37","551","undefined","46"
"48",26,20,"Female","+5","40","486","37","583","undefined","47"
"49",26,20,"Female","-5","40","650","37","1062","undefined","48"
"50",26,20,"Female","-5","40","509","39","690","undefined","49"
"51",26,20,"Female","+5","40","553","39","724","undefined","50"
"52",26,20,"Female","-5","40","689","37","1044","undefined","51"
"53",26,20,"Female","+5","40","591","39","1312","undefined","52"
"54",26,20,"Female","+5","40","429","39","705","undefined","53"
"55",26,20,"Female","-5","40","613","39","691","undefined","54"
"56",26,20,"Female","+5","40","461","39","574","undefined","55"
"57",26,20,"Female","-5","40","700","37","1949","undefined","56"
"58",26,20,"Female","+5","40","1169","37","525","undefined","57"
"59",26,20,"Female","-5","40","1203","39","589","undefined","58"
"60",26,20,"Female","-5","40","580","37","545","undefined","59"
"61",26,20,"Female","+5","40","399","37","621","undefined","60"
"62",26,20,"Female","+5","40","991","37","900","undefined","61"
"63",26,20,"Female","-5","40","960","39","1027","undefined","62"
"64",26,20,"Female","+5","40","758","39","773","undefined","63"
"65",26,20,"Female","+5","40","1216","37","1725","undefined","64"
"66",26,20,"Female","-5","40","861","37","932","undefined","65"
"67",26,20,"Female","-5","40","450","39","696","undefined","66"
"68",26,20,"Female","-5","40","526","39","789","undefined","67"
"69",26,20,"Female","-5","40","522","39","615","undefined","68"
"70",26,20,"Female","+5","40","366","37","604","undefined","69"
"71",26,20,"Female","-5","40","547","39","694","undefined","70"
"72",26,20,"Female","-5","40","313","37","721","undefined","71"
"73",26,20,"Female","-5","40","438","39","526","undefined","72"
"74",26,20,"Female","+5","40","498","37","695","undefined","73"
"75",26,20,"Female","+5","40","492","37","913","undefined","74"
"76",26,20,"Female","-5","40","562","37","853","undefined","75"
"77",26,20,"Female","-5","40","826","37","713","undefined","76"
"78",26,20,"Female","+5","40","411","39","1006","undefined","77"
"79",26,20,"Female","-5","40","804","39","2250","undefined","78"
"80",26,20,"Female","+5","40","408","37","647","undefined","79"
"81",26,20,"Female","-5","40","456","37","696","undefined","80"
"82",26,20,"Female","+5","40","508","39","827","undefined","81"
"83",26,20,"Female","-5","40","1262","39","1130","undefined","82"
"84",26,20,"Female","-5","40","533","37","1098","undefined","83"
"85",26,20,"Female","+5","40","472","37","483","undefined","84"
"86",26,20,"Female","-5","40","324","37","652","undefined","85"
"87",26,20,"Female","+5","40","960","39","1998","undefined","86"
"88",26,20,"Female","-5","40","1418","39","1502","undefined","87"
"89",26,20,"Female","+5","40","2554","37","913","undefined","88"
"90",26,20,"Female","+5","40","1032","37","1122","undefined","89"
"91",26,20,"Female","-5","40","670","37","1167","undefined","90"
"92",26,20,"Female","-5","40","358","39","874","undefined","91"
"93",26,20,"Female","+5","40","614","39","962","undefined","92"
"94",26,20,"Female","-5","40","883","37","800","undefined","93"
"95",26,20,"Female","+5","40","1212","37","2476","undefined","94"
"96",26,20,"Female","-5","40","868","37","656","undefined","95"
"97",26,20,"Female","-5","40","354","39","642","undefined","96"
"98",26,20,"Female","-5","40","394","39","683","undefined","97"
"99",26,20,"Female","-5","40","371","39","677","undefined","98"
"100",26,20,"Female","+5","40","703","37","898","undefined","99"
"101",26,20,"Female","-5","40","1392","37","1247","undefined","100"
"102",26,20,"Female","-5","40","538","39","555","undefined","101"
"103",26,20,"Female","-5","40","382","37","523","undefined","102"
"104",26,20,"Female","+5","40","1068","37","1348","undefined","103"
"105",26,20,"Female","+5","40","505","37","3088","undefined","104"
"106",26,20,"Female","-5","40","763","39","591","undefined","105"
"107",26,20,"Female","-5","40","461","39","1102","undefined","106"
"108",26,20,"Female","+5","40","856","39","1515","undefined","107"
"109",26,20,"Female","-5","40","654","37","745","undefined","108"
"110",26,20,"Female","-5","40","451","37","1358","undefined","109"
"111",26,20,"Female","+5","40","722","39","494","undefined","110"
"112",26,20,"Female","-5","40","548","39","594","undefined","111"
"113",26,20,"Female","+5","40","1841","39","732","undefined","112"
"114",26,20,"Female","+5","40","802","39","942","undefined","113"
"115",26,20,"Female","-5","40","913","39","987","undefined","114"
"116",26,20,"Female","+5","40","840","39","1306","undefined","115"
"117",26,20,"Female","-5","40","531","37","567","undefined","116"
"118",26,20,"Female","+5","40","995","39","1086","undefined","117"
"119",26,20,"Female","-5","40","689","37","1215","undefined","118"
"120",26,20,"Female","-5","40","392","39","711","undefined","119"
"121",26,20,"Female","+5","40","445","37","665","undefined","120"
"122",26,20,"Female","+5","40","821","37","2050","undefined","121"
"123",26,20,"Female","-5","40","760","39","1373","undefined","122"
"124",26,20,"Female","+5","40","771","39","1318","undefined","123"
"125",26,20,"Female","undefined","undefined","undefined","undefined","undefined","yes","undefined"
