"","subjectID","age","gender","outcome","startKey","startRT","choiceKey","choiceRT","manipulation","trial_number"
"1",50,19,"Female","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"2",50,19,"Female","+5","39","959","37","1269","undefined","1"
"3",50,19,"Female","-5","39","1339","37","1618","undefined","2"
"4",50,19,"Female","+5","37","752","39","835","undefined","3"
"5",50,19,"Female","+5","39","953","39","725","undefined","4"
"6",50,19,"Female","-5","39","724","37","416","undefined","5"
"7",50,19,"Female","-5","37","564","37","346","undefined","6"
"8",50,19,"Female","-5","37","486","37","303","undefined","7"
"9",50,19,"Female","-5","37","444","39","657","undefined","8"
"10",50,19,"Female","+5","39","558","39","451","undefined","9"
"11",50,19,"Female","-5","39","472","37","888","undefined","10"
"12",50,19,"Female","-5","39","504","37","1158","undefined","11"
"13",50,19,"Female","-5","37","466","37","447","undefined","12"
"14",50,19,"Female","+5","37","488","37","352","undefined","13"
"15",50,19,"Female","+5","37","575","39","579","undefined","14"
"16",50,19,"Female","-5","39","282","39","349","undefined","15"
"17",50,19,"Female","-5","39","286","37","364","undefined","16"
"18",50,19,"Female","+5","37","167","37","378","undefined","17"
"19",50,19,"Female","-5","37","1152","37","1111","undefined","18"
"20",50,19,"Female","+5","37","332","37","680","undefined","19"
"21",50,19,"Female","-5","37","335","39","618","undefined","20"
"22",50,19,"Female","+5","39","248","39","383","undefined","21"
"23",50,19,"Female","-5","37","380","37","411","undefined","22"
"24",50,19,"Female","-5","37","463","37","278","undefined","23"
"25",50,19,"Female","+5","39","307","39","494","undefined","24"
"26",50,19,"Female","-5","39","445","39","429","undefined","25"
"27",50,19,"Female","+5","39","273","39","408","undefined","26"
"28",50,19,"Female","-5","39","308","39","355","undefined","27"
"29",50,19,"Female","+5","39","225","39","398","undefined","28"
"30",50,19,"Female","+5","39","442","37","347","undefined","29"
"31",50,19,"Female","-5","37","461","39","347","undefined","30"
"32",50,19,"Female","-5","39","359","39","533","undefined","31"
"33",50,19,"Female","+5","37","289","37","299","undefined","32"
"34",50,19,"Female","-5","37","357","37","334","undefined","33"
"35",50,19,"Female","+5","37","312","37","445","undefined","34"
"36",50,19,"Female","-5","37","578","37","585","undefined","35"
"37",50,19,"Female","-5","39","345","39","377","undefined","36"
"38",50,19,"Female","-5","39","247","39","355","undefined","37"
"39",50,19,"Female","-5","39","400","39","507","undefined","38"
"40",50,19,"Female","+5","39","403","39","307","undefined","39"
"41",50,19,"Female","-5","39","84","37","371","undefined","40"
"42",50,19,"Female","-5","39","196","39","426","undefined","41"
"43",50,19,"Female","-5","37","287","37","323","undefined","42"
"44",50,19,"Female","+5","39","259","39","357","undefined","43"
"45",50,19,"Female","+5","39","356","39","359","undefined","44"
"46",50,19,"Female","-5","39","395","39","297","undefined","45"
"47",50,19,"Female","-5","39","584","39","452","undefined","46"
"48",50,19,"Female","+5","39","427","39","632","undefined","47"
"49",50,19,"Female","-5","39","601","39","746","undefined","48"
"50",50,19,"Female","-5","39","356","37","451","undefined","49"
"51",50,19,"Female","+5","37","502","39","368","undefined","50"
"52",50,19,"Female","-5","39","439","39","589","undefined","51"
"53",50,19,"Female","+5","37","1869","37","1397","undefined","52"
"54",50,19,"Female","+5","37","1454","39","2265","undefined","53"
"55",50,19,"Female","-5","39","2444","39","580","undefined","54"
"56",50,19,"Female","+5","39","1817","37","371","undefined","55"
"57",50,19,"Female","-5","37","1240","39","614","undefined","56"
"58",50,19,"Female","+5","37","860","37","391","undefined","57"
"59",50,19,"Female","-5","39","1484","39","532","undefined","58"
"60",50,19,"Female","-5","39","2098","37","919","undefined","59"
"61",50,19,"Female","+5","37","498","39","743","undefined","60"
"62",50,19,"Female","+5","39","1899","39","1860","undefined","61"
"63",50,19,"Female","-5","39","3265","39","457","undefined","62"
"64",50,19,"Female","+5","39","848","37","647","undefined","63"
"65",50,19,"Female","-5","37","467","37","611","undefined","65"
"66",50,19,"Female","+5","39","957","39","913","undefined","64"
"67",50,19,"Female","-5","39","444","39","664","undefined","66"
"68",50,19,"Female","-5","39","579","39","487","undefined","67"
"69",50,19,"Female","+5","37","469","37","464","undefined","69"
"70",50,19,"Female","-5","39","297","39","415","undefined","68"
"71",50,19,"Female","-5","37","440","39","724","undefined","70"
"72",50,19,"Female","-5","39","475","37","474","undefined","71"
"73",50,19,"Female","-5","39","286","39","382","undefined","72"
"74",50,19,"Female","+5","39","295","39","332","undefined","73"
"75",50,19,"Female","+5","39","316","39","390","undefined","74"
"76",50,19,"Female","-5","39","621","39","418","undefined","75"
"77",50,19,"Female","-5","39","411","39","369","undefined","76"
"78",50,19,"Female","+5","37","367","39","474","undefined","77"
"79",50,19,"Female","-5","39","748","37","397","undefined","78"
"80",50,19,"Female","+5","39","321","39","357","undefined","79"
"81",50,19,"Female","-5","39","306","37","714","undefined","80"
"82",50,19,"Female","+5","39","158","39","352","undefined","81"
"83",50,19,"Female","-5","39","287","39","291","undefined","82"
"84",50,19,"Female","-5","37","387","37","296","undefined","83"
"85",50,19,"Female","+5","39","213","39","288","undefined","84"
"86",50,19,"Female","-5","39","509","37","444","undefined","85"
"87",50,19,"Female","+5","39","588","39","337","undefined","86"
"88",50,19,"Female","-5","39","363","37","357","undefined","87"
"89",50,19,"Female","+5","39","259","39","275","undefined","88"
"90",50,19,"Female","+5","39","271","39","353","undefined","89"
"91",50,19,"Female","-5","39","327","39","385","undefined","90"
"92",50,19,"Female","-5","39","288","39","404","undefined","91"
"93",50,19,"Female","+5","39","52","37","496","undefined","92"
"94",50,19,"Female","-5","39","457","37","337","undefined","93"
"95",50,19,"Female","+5","39","604","39","549","undefined","94"
"96",50,19,"Female","-5","39","494","39","336","undefined","95"
"97",50,19,"Female","-5","39","582","37","352","undefined","96"
"98",50,19,"Female","-5","39","316","39","320","undefined","97"
"99",50,19,"Female","-5","39","392","37","386","undefined","98"
"100",50,19,"Female","+5","39","313","39","379","undefined","99"
"101",50,19,"Female","-5","39","332","37","464","undefined","100"
"102",50,19,"Female","-5","39","141","39","377","undefined","101"
"103",50,19,"Female","-5","39","107","39","386","undefined","102"
"104",50,19,"Female","+5","37","279","37","503","undefined","103"
"105",50,19,"Female","+5","37","582","37","599","undefined","104"
"106",50,19,"Female","-5","37","380","37","379","undefined","105"
"107",50,19,"Female","-5","37","373","39","405","undefined","106"
