"","subjectID","age","gender","outcome","startKey","startRT","choiceKey","choiceRT","manipulation","trial_number"
"1",10,19,"Female","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"2",10,19,"Female","+5","40","6049","39","2914","undefined","1"
"3",10,19,"Female","-5","40","2540","39","2213","undefined","2"
"4",10,19,"Female","+5","40","2553","39","1875","undefined","3"
"5",10,19,"Female","-5","40","1456","39","1913","undefined","5"
"6",10,19,"Female","-5","40","1337","39","1980","undefined","6"
"7",10,19,"Female","+5","40","3866","37","2401","undefined","4"
"8",10,19,"Female","-5","40","1858","37","1454","undefined","7"
"9",10,19,"Female","-5","40","1460","39","1525","undefined","8"
"10",10,19,"Female","+5","40","809","37","3242","undefined","9"
"11",10,19,"Female","-5","40","1105","39","2599","undefined","10"
"12",10,19,"Female","-5","40","1042","37","1249","undefined","11"
"13",10,19,"Female","-5","40","931","39","1567","undefined","12"
"14",10,19,"Female","+5","40","947","39","1933","undefined","13"
"15",10,19,"Female","+5","40","834","37","1397","undefined","14"
"16",10,19,"Female","-5","40","643","39","1449","undefined","15"
"17",10,19,"Female","-5","40","635","37","2209","undefined","16"
"18",10,19,"Female","+5","40","720","37","1666","undefined","17"
"19",10,19,"Female","-5","40","464","37","1507","undefined","18"
"20",10,19,"Female","+5","40","465","39","2083","undefined","19"
"21",10,19,"Female","-5","40","554","39","1430","undefined","20"
"22",10,19,"Female","+5","40","161","37","2705","undefined","21"
"23",10,19,"Female","-5","40","494","39","1811","undefined","22"
"24",10,19,"Female","-5","40","574","37","1960","undefined","23"
"25",10,19,"Female","+5","40","789","39","1508","undefined","24"
"26",10,19,"Female","-5","40","524","39","1518","undefined","25"
"27",10,19,"Female","+5","40","535","39","1279","undefined","26"
"28",10,19,"Female","-5","40","655","37","2353","undefined","27"
"29",10,19,"Female","+5","40","305","39","1749","undefined","28"
"30",10,19,"Female","+5","40","574","39","1390","undefined","29"
"31",10,19,"Female","-5","40","438","39","1377","undefined","30"
"32",10,19,"Female","-5","40","387","37","1971","undefined","31"
"33",10,19,"Female","+5","40","621","37","1546","undefined","32"
"34",10,19,"Female","-5","40","695","37","1427","undefined","33"
"35",10,19,"Female","+5","40","1786","39","1339","undefined","34"
"36",10,19,"Female","-5","40","798","39","2401","undefined","35"
"37",10,19,"Female","-5","40","542","37","1326","undefined","36"
"38",10,19,"Female","-5","40","675","39","1055","undefined","37"
"39",10,19,"Female","-5","40","442","39","1926","undefined","38"
"40",10,19,"Female","+5","40","649","37","1499","undefined","39"
"41",10,19,"Female","-5","40","659","37","1529","undefined","40"
"42",10,19,"Female","-5","40","840","39","1187","undefined","41"
"43",10,19,"Female","-5","40","708","39","2430","undefined","42"
"44",10,19,"Female","+5","40","1000","37","1329","undefined","43"
"45",10,19,"Female","+5","40","713","37","1178","undefined","44"
"46",10,19,"Female","-5","40","1152","39","984","undefined","45"
"47",10,19,"Female","-5","40","683","37","1090","undefined","46"
"48",10,19,"Female","+5","40","502","39","914","undefined","47"
"49",10,19,"Female","-5","40","626","39","993","undefined","48"
"50",10,19,"Female","-5","40","889","37","1397","undefined","49"
"51",10,19,"Female","+5","40","782","39","1457","undefined","50"
"52",10,19,"Female","-5","40","913","39","982","undefined","51"
"53",10,19,"Female","+5","40","345","37","1502","undefined","52"
"54",10,19,"Female","+5","40","289","37","1204","undefined","53"
"55",10,19,"Female","-5","40","572","39","1138","undefined","54"
"56",10,19,"Female","+5","40","746","37","1092","undefined","55"
"57",10,19,"Female","-5","40","567","37","1046","undefined","56"
"58",10,19,"Female","+5","40","640","39","1017","undefined","57"
"59",10,19,"Female","-5","40","525","37","1452","undefined","58"
"60",10,19,"Female","-5","40","1183","39","1334","undefined","59"
"61",10,19,"Female","+5","40","647","37","987","undefined","60"
"62",10,19,"Female","+5","40","830","37","906","undefined","61"
"63",10,19,"Female","-5","40","631","39","2503","undefined","62"
"64",10,19,"Female","+5","40","1182","37","1051","undefined","63"
"65",10,19,"Female","+5","40","1258","37","1025","undefined","64"
"66",10,19,"Female","-5","40","493","37","965","undefined","65"
"67",10,19,"Female","-5","40","495","39","868","undefined","66"
"68",10,19,"Female","-5","40","183","37","1077","undefined","67"
"69",10,19,"Female","-5","40","1134","37","538","undefined","68"
"70",10,19,"Female","+5","40","275","39","561","undefined","69"
"71",10,19,"Female","-5","40","144","39","691","undefined","70"
"72",10,19,"Female","-5","40","1705","37","927","undefined","71"
"73",10,19,"Female","-5","40","766","39","1301","undefined","72"
"74",10,19,"Female","+5","40","812","37","1226","undefined","73"
"75",10,19,"Female","+5","40","454","37","990","undefined","74"
"76",10,19,"Female","-5","40","634","37","952","undefined","75"
"77",10,19,"Female","-5","40","352","39","1232","undefined","76"
"78",10,19,"Female","+5","40","403","37","1149","undefined","77"
"79",10,19,"Female","-5","40","341","37","861","undefined","78"
"80",10,19,"Female","+5","40","300","39","854","undefined","79"
"81",10,19,"Female","-5","40","394","39","946","undefined","80"
"82",10,19,"Female","+5","40","45","37","818","undefined","81"
"83",10,19,"Female","-5","40","915","39","995","undefined","82"
"84",10,19,"Female","-5","40","647","37","1107","undefined","83"
"85",10,19,"Female","+5","40","49","37","1132","undefined","84"
"86",10,19,"Female","-5","40","273","37","1451","undefined","85"
"87",10,19,"Female","+5","40","336","39","877","undefined","86"
"88",10,19,"Female","-5","40","409","39","547","undefined","87"
"89",10,19,"Female","+5","40","39","37","1221","undefined","88"
"90",10,19,"Female","+5","40","752","39","1048","undefined","89"
"91",10,19,"Female","-5","40","173","37","984","undefined","90"
"92",10,19,"Female","-5","40","1006","39","797","undefined","91"
"93",10,19,"Female","+5","40","446","37","734","undefined","92"
"94",10,19,"Female","-5","40","308","37","1049","undefined","93"
"95",10,19,"Female","+5","40","1902","37","1262","undefined","94"
"96",10,19,"Female","-5","40","1409","37","1349","undefined","95"
"97",10,19,"Female","-5","40","281","39","852","undefined","96"
"98",10,19,"Female","-5","40","79","37","864","undefined","97"
"99",10,19,"Female","-5","40","346","39","991","undefined","98"
"100",10,19,"Female","+5","40","737","39","550","undefined","99"
"101",10,19,"Female","-5","40","452","39","973","undefined","100"
"102",10,19,"Female","-5","40","218","37","864","undefined","101"
"103",10,19,"Female","-5","40","461","37","644","undefined","102"
"104",10,19,"Female","+5","40","229","37","697","undefined","103"
"105",10,19,"Female","+5","40","1553","37","883","undefined","104"
"106",10,19,"Female","-5","40","305","37","1044","undefined","105"
"107",10,19,"Female","-5","40","551","39","614","undefined","106"
"108",10,19,"Female","+5","40","103","39","1461","undefined","107"
"109",10,19,"Female","-5","40","449","39","2061","undefined","108"
"110",10,19,"Female","-5","40","395","37","1511","undefined","109"
"111",10,19,"Female","+5","40","1011","39","1134","undefined","110"
"112",10,19,"Female","-5","40","620","39","1538","undefined","111"
"113",10,19,"Female","+5","40","521","39","1341","undefined","112"
"114",10,19,"Female","+5","40","906","37","1160","undefined","113"
"115",10,19,"Female","-5","40","585","39","903","undefined","114"
"116",10,19,"Female","+5","40","623","37","920","undefined","115"
"117",10,19,"Female","-5","40","426","37","804","undefined","116"
"118",10,19,"Female","+5","40","299","39","877","undefined","117"
"119",10,19,"Female","-5","40","442","39","929","undefined","118"
