"","subjectID","age","gender","outcome","startKey","startRT","choiceKey","choiceRT","manipulation","trial_number"
"1",37,18,"Female","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"2",37,18,"Female","+5","39","1269","39","974","undefined","1"
"3",37,18,"Female","-5","39","1387","39","1046","undefined","2"
"4",37,18,"Female","+5","39","725","37","573","undefined","3"
"5",37,18,"Female","+5","39","1294","39","640","undefined","4"
"6",37,18,"Female","-5","39","930","39","344","undefined","5"
"7",37,18,"Female","-5","39","610","37","580","undefined","6"
"8",37,18,"Female","-5","39","1174","37","548","undefined","7"
"9",37,18,"Female","-5","39","557","39","406","undefined","8"
"10",37,18,"Female","+5","39","736","39","526","undefined","9"
"11",37,18,"Female","-5","39","386","39","408","undefined","10"
"12",37,18,"Female","-5","39","1023","37","475","undefined","11"
"13",37,18,"Female","-5","39","665","39","631","undefined","12"
"14",37,18,"Female","+5","39","713","39","424","undefined","13"
"15",37,18,"Female","+5","39","706","39","360","undefined","14"
"16",37,18,"Female","-5","39","827","39","345","undefined","15"
"17",37,18,"Female","-5","39","905","39","349","undefined","16"
"18",37,18,"Female","+5","39","538","39","530","undefined","17"
"19",37,18,"Female","-5","39","897","37","378","undefined","18"
"20",37,18,"Female","+5","39","648","39","390","undefined","19"
"21",37,18,"Female","-5","39","337","37","488","undefined","20"
"22",37,18,"Female","+5","39","302","39","385","undefined","21"
"23",37,18,"Female","-5","39","752","39","327","undefined","22"
"24",37,18,"Female","-5","39","582","37","1747","undefined","23"
"25",37,18,"Female","+5","39","420","37","357","undefined","24"
"26",37,18,"Female","-5","39","493","37","565","undefined","25"
"27",37,18,"Female","+5","39","380","39","411","undefined","26"
"28",37,18,"Female","-5","39","918","37","539","undefined","27"
"29",37,18,"Female","+5","39","582","39","324","undefined","28"
"30",37,18,"Female","+5","39","712","39","599","undefined","29"
"31",37,18,"Female","-5","39","345","39","426","undefined","30"
"32",37,18,"Female","-5","39","316","37","441","undefined","31"
"33",37,18,"Female","+5","39","315","39","411","undefined","32"
"34",37,18,"Female","-5","39","397","37","958","undefined","33"
"35",37,18,"Female","+5","39","2641","39","955","undefined","34"
"36",37,18,"Female","-5","39","1023","39","614","undefined","35"
"37",37,18,"Female","-5","37","559","37","371","undefined","36"
"38",37,18,"Female","-5","37","756","37","417","undefined","37"
"39",37,18,"Female","-5","37","349","37","272","undefined","38"
"40",37,18,"Female","+5","39","545","39","440","undefined","39"
"41",37,18,"Female","-5","39","546","39","381","undefined","40"
"42",37,18,"Female","-5","39","546","37","438","undefined","41"
"43",37,18,"Female","-5","39","287","39","337","undefined","42"
"44",37,18,"Female","+5","37","629","37","1293","undefined","43"
"45",37,18,"Female","+5","39","1093","39","485","undefined","44"
"46",37,18,"Female","-5","37","1460","37","704","undefined","45"
"47",37,18,"Female","-5","39","704","39","1110","undefined","46"
"48",37,18,"Female","+5","39","331","39","357","undefined","47"
"49",37,18,"Female","-5","39","268","39","359","undefined","48"
"50",37,18,"Female","-5","39","445","37","1266","undefined","49"
"51",37,18,"Female","+5","39","397","39","399","undefined","50"
"52",37,18,"Female","-5","39","571","39","328","undefined","51"
"53",37,18,"Female","+5","39","610","37","811","undefined","52"
"54",37,18,"Female","+5","39","694","39","625","undefined","53"
"55",37,18,"Female","-5","37","998","39","614","undefined","54"
"56",37,18,"Female","+5","39","494","39","526","undefined","55"
"57",37,18,"Female","-5","39","468","37","414","undefined","56"
"58",37,18,"Female","+5","39","449","37","918","undefined","57"
"59",37,18,"Female","-5","39","504","37","771","undefined","58"
"60",37,18,"Female","-5","39","531","39","537","undefined","59"
"61",37,18,"Female","+5","39","318","39","305","undefined","60"
"62",37,18,"Female","+5","39","310","39","923","undefined","61"
"63",37,18,"Female","-5","39","380","37","345","undefined","62"
"64",37,18,"Female","+5","39","585","39","479","undefined","63"
"65",37,18,"Female","+5","39","777","39","497","undefined","64"
"66",37,18,"Female","-5","39","551","39","530","undefined","65"
"67",37,18,"Female","-5","39","295","39","248","undefined","66"
"68",37,18,"Female","-5","39","228","39","300","undefined","67"
"69",37,18,"Female","-5","39","325","39","1264","undefined","68"
"70",37,18,"Female","+5","39","279","37","394","undefined","69"
"71",37,18,"Female","-5","39","522","37","533","undefined","70"
"72",37,18,"Female","-5","39","408","39","277","undefined","71"
"73",37,18,"Female","-5","39","277","37","431","undefined","72"
"74",37,18,"Female","+5","39","474","39","398","undefined","73"
"75",37,18,"Female","+5","39","315","39","290","undefined","74"
"76",37,18,"Female","-5","39","650","39","342","undefined","75"
"77",37,18,"Female","-5","39","408","39","1154","undefined","76"
"78",37,18,"Female","+5","39","310","37","428","undefined","77"
"79",37,18,"Female","-5","39","510","37","491","undefined","78"
"80",37,18,"Female","+5","39","342","37","360","undefined","79"
"81",37,18,"Female","-5","39","511","39","288","undefined","80"
"82",37,18,"Female","+5","37","510","39","732","undefined","81"
"83",37,18,"Female","-5","39","538","37","851","undefined","82"
"84",37,18,"Female","-5","39","235","39","331","undefined","83"
"85",37,18,"Female","+5","39","315","37","407","undefined","84"
"86",37,18,"Female","-5","39","476","37","582","undefined","85"
"87",37,18,"Female","+5","39","313","37","422","undefined","86"
"88",37,18,"Female","-5","39","413","39","867","undefined","87"
"89",37,18,"Female","+5","39","1336","37","606","undefined","88"
"90",37,18,"Female","+5","39","339","39","682","undefined","89"
"91",37,18,"Female","-5","37","640","39","1366","undefined","90"
"92",37,18,"Female","-5","37","699","39","999","undefined","91"
"93",37,18,"Female","+5","39","262","39","367","undefined","92"
"94",37,18,"Female","-5","39","614","37","374","undefined","93"
"95",37,18,"Female","+5","39","757","39","383","undefined","94"
"96",37,18,"Female","-5","39","454","37","1027","undefined","95"
"97",37,18,"Female","-5","39","671","39","277","undefined","96"
"98",37,18,"Female","-5","39","288","39","313","undefined","97"
"99",37,18,"Female","-5","39","289","37","375","undefined","98"
"100",37,18,"Female","+5","39","294","39","702","undefined","99"
"101",37,18,"Female","-5","39","314","39","581","undefined","100"
"102",37,18,"Female","-5","39","391","37","577","undefined","101"
