"","subjectID","age","gender","outcome","startKey","startRT","choiceKey","choiceRT","manipulation","trial_number"
"1",83,18,"Female","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"2",83,18,"Female","+5","39","1350","37","1238","undefined","1"
"3",83,18,"Female","-5","39","3868","39","1847","undefined","2"
"4",83,18,"Female","+5","39","911","39","1602","undefined","3"
"5",83,18,"Female","+5","39","990","37","1680","undefined","4"
"6",83,18,"Female","-5","39","1136","39","1529","undefined","5"
"7",83,18,"Female","-5","39","3139","39","1637","undefined","6"
"8",83,18,"Female","-5","39","855","37","4261","undefined","7"
"9",83,18,"Female","-5","39","607","39","3075","undefined","8"
"10",83,18,"Female","+5","39","446","39","1599","undefined","9"
"11",83,18,"Female","-5","39","565","37","838","undefined","10"
"12",83,18,"Female","-5","39","409","39","972","undefined","11"
"13",83,18,"Female","-5","39","497","39","3408","undefined","12"
"14",83,18,"Female","+5","39","457","37","1411","undefined","13"
"15",83,18,"Female","+5","39","470","37","1557","undefined","14"
"16",83,18,"Female","-5","39","510","37","1253","undefined","15"
"17",83,18,"Female","-5","39","486","37","363","undefined","16"
"18",83,18,"Female","+5","39","103","37","1356","undefined","17"
"19",83,18,"Female","-5","39","496","39","722","undefined","18"
"20",83,18,"Female","+5","39","627","39","3002","undefined","19"
"21",83,18,"Female","-5","39","56","39","2305","undefined","20"
"22",83,18,"Female","+5","39","674","37","1302","undefined","21"
"23",83,18,"Female","-5","39","639","37","1196","undefined","22"
"24",83,18,"Female","-5","39","381","39","1820","undefined","23"
"25",83,18,"Female","+5","39","214","39","300","undefined","24"
"26",83,18,"Female","-5","39","659","39","2351","undefined","25"
"27",83,18,"Female","+5","39","358","37","3514","undefined","26"
"28",83,18,"Female","-5","39","408","37","808","undefined","27"
"29",83,18,"Female","+5","39","429","37","963","undefined","28"
"30",83,18,"Female","+5","39","103","37","1397","undefined","29"
"31",83,18,"Female","-5","39","565","37","800","undefined","30"
"32",83,18,"Female","-5","39","1007","39","839","undefined","31"
"33",83,18,"Female","+5","39","456","39","3549","undefined","32"
"34",83,18,"Female","-5","39","410","37","618","undefined","33"
"35",83,18,"Female","+5","39","588","39","1079","undefined","34"
"36",83,18,"Female","-5","39","21","39","1102","undefined","35"
"37",83,18,"Female","-5","39","439","39","1823","undefined","36"
"38",83,18,"Female","-5","39","429","39","903","undefined","37"
"39",83,18,"Female","-5","39","418","39","590","undefined","38"
"40",83,18,"Female","+5","39","432","39","742","undefined","39"
"41",83,18,"Female","-5","39","461","39","903","undefined","40"
"42",83,18,"Female","-5","39","385","39","1641","undefined","41"
"43",83,18,"Female","-5","39","293","37","644","undefined","42"
"44",83,18,"Female","+5","39","13","37","1455","undefined","43"
"45",83,18,"Female","+5","39","742","39","1419","undefined","44"
"46",83,18,"Female","-5","39","630","39","1626","undefined","45"
"47",83,18,"Female","-5","39","127","37","820","undefined","46"
"48",83,18,"Female","+5","39","451","39","939","undefined","47"
"49",83,18,"Female","-5","39","477","37","1572","undefined","48"
"50",83,18,"Female","-5","39","521","37","665","undefined","49"
"51",83,18,"Female","+5","39","409","39","572","undefined","50"
"52",83,18,"Female","-5","39","437","37","1170","undefined","51"
"53",83,18,"Female","+5","39","390","37","825","undefined","52"
"54",83,18,"Female","+5","39","193","39","1708","undefined","53"
"55",83,18,"Female","-5","39","445","37","1032","undefined","54"
"56",83,18,"Female","+5","39","58","39","714","undefined","55"
"57",83,18,"Female","-5","39","598","37","1500","undefined","56"
"58",83,18,"Female","+5","39","500","39","477","undefined","57"
"59",83,18,"Female","-5","39","249","39","1860","undefined","58"
"60",83,18,"Female","-5","39","446","37","709","undefined","59"
"61",83,18,"Female","+5","39","955","37","853","undefined","60"
"62",83,18,"Female","+5","39","19","37","1411","undefined","61"
"63",83,18,"Female","-5","39","676","39","1328","undefined","62"
"64",83,18,"Female","+5","39","82","39","2078","undefined","63"
"65",83,18,"Female","+5","39","692","37","1040","undefined","64"
"66",83,18,"Female","-5","39","35","37","887","undefined","65"
"67",83,18,"Female","-5","39","447","37","1009","undefined","66"
"68",83,18,"Female","-5","39","73","37","819","undefined","67"
"69",83,18,"Female","-5","39","389","37","515","undefined","68"
"70",83,18,"Female","+5","39","198","37","503","undefined","69"
"71",83,18,"Female","-5","39","431","37","422","undefined","70"
"72",83,18,"Female","-5","39","594","37","724","undefined","71"
"73",83,18,"Female","-5","39","659","39","785","undefined","72"
"74",83,18,"Female","+5","39","462","39","552","undefined","73"
"75",83,18,"Female","+5","39","720","37","407","undefined","74"
"76",83,18,"Female","-5","39","477","37","1426","undefined","75"
"77",83,18,"Female","-5","37","1058","37","1300","undefined","76"
"78",83,18,"Female","+5","37","314","37","285","undefined","77"
"79",83,18,"Female","-5","37","459","39","619","undefined","78"
"80",83,18,"Female","+5","39","5","37","522","undefined","79"
"81",83,18,"Female","-5","39","487","37","538","undefined","80"
"82",83,18,"Female","+5","39","46","37","626","undefined","81"
"83",83,18,"Female","-5","37","912","39","1357","undefined","82"
"84",83,18,"Female","-5","39","92","39","1056","undefined","83"
"85",83,18,"Female","+5","39","511","39","607","undefined","84"
"86",83,18,"Female","-5","37","604","37","426","undefined","85"
"87",83,18,"Female","+5","39","404","39","569","undefined","86"
"88",83,18,"Female","-5","39","737","37","1383","undefined","87"
"89",83,18,"Female","+5","39","465","37","808","undefined","88"
"90",83,18,"Female","+5","39","124","37","2131","undefined","89"
"91",83,18,"Female","-5","37","834","37","337","undefined","90"
"92",83,18,"Female","-5","37","305","37","269","undefined","91"
"93",83,18,"Female","+5","37","310","37","541","undefined","92"
"94",83,18,"Female","-5","37","995","37","396","undefined","93"
"95",83,18,"Female","+5","39","601","39","933","undefined","94"
"96",83,18,"Female","-5","39","354","37","1127","undefined","95"
"97",83,18,"Female","-5","39","4","39","461","undefined","96"
"98",83,18,"Female","-5","39","493","39","1221","undefined","97"
"99",83,18,"Female","-5","39","449","39","423","undefined","98"
"100",83,18,"Female","+5","39","4","39","371","undefined","99"
"101",83,18,"Female","-5","39","500","39","1025","undefined","100"
"102",83,18,"Female","-5","39","322","39","594","undefined","101"
"103",83,18,"Female","-5","39","455","37","458","undefined","102"
"104",83,18,"Female","+5","39","365","37","1497","undefined","103"
"105",83,18,"Female","+5","37","435","39","1150","undefined","104"
"106",83,18,"Female","-5","39","1069","39","409","undefined","105"
"107",83,18,"Female","-5","37","319","37","489","undefined","106"
"108",83,18,"Female","+5","37","138","37","424","undefined","107"
"109",83,18,"Female","-5","37","323","37","984","undefined","108"
"110",83,18,"Female","-5","37","271","37","699","undefined","109"
"111",83,18,"Female","+5","37","364","37","603","undefined","110"
"112",83,18,"Female","-5","37","657","37","1048","undefined","111"
"113",83,18,"Female","+5","39","309","39","384","undefined","112"
"114",83,18,"Female","+5","39","565","39","3278","undefined","113"
"115",83,18,"Female","-5","39","177","37","732","undefined","114"
"116",83,18,"Female","+5","39","251","39","385","undefined","115"
"117",83,18,"Female","-5","37","758","37","391","undefined","116"
"118",83,18,"Female","+5","37","459","37","524","undefined","117"
"119",83,18,"Female","-5","37","120","39","600","undefined","118"
"120",83,18,"Female","-5","39","130","39","470","undefined","119"
"121",83,18,"Female","+5","39","2","37","655","undefined","120"
"122",83,18,"Female","+5","37","502","37","815","undefined","121"
"123",83,18,"Female","-5","37","287","37","473","undefined","122"
"124",83,18,"Female","+5","37","212","37","303","undefined","123"
"125",83,18,"Female","undefined","undefined","undefined","undefined","undefined","no","undefined"
